symbol,timestamp,price,volume,bid,ask,kinesis_timestamp,sequence_number
AMZN,2025-12-26T15:12:58.856371,143.14,1191,143.12,143.15,2025-12-26 15:12:58.958000-06:00,49670264113246220113422590909031589479810975324572745730
JPM,2025-12-26T15:12:58.917357,141.46,6929,141.44,141.47,2025-12-26 15:12:59.016000-06:00,49670264113246220113422590909036425183089433841271570434
AAPL,2025-12-26T15:12:58.976383,119.89,2321,119.88,119.91,2025-12-26 15:12:59.077000-06:00,49670264113246220113422590909037634108909048470446276610
GOOGL,2025-12-26T15:12:59.036678,151.86,1871,151.85,151.88,2025-12-26 15:12:59.132000-06:00,49670264113246220113422590909050932292924809391368044546
MSFT,2025-12-26T15:12:59.094173,348.04,3870,348.0,348.07,2025-12-26 15:12:59.192000-06:00,49670264113246220113422590909052141218744424020542750722
AMZN,2025-12-26T15:12:59.150442,142.33,9336,142.32,142.35,2025-12-26 15:12:59.246000-06:00,49670264113246220113422590909053350144564038649717456898
JPM,2025-12-26T15:12:59.205671,142.49,9696,142.48,142.5,2025-12-26 15:12:59.302000-06:00,49670264113246220113422590909055767996203267908066869250
AAPL,2025-12-26T15:12:59.261504,120.62,2316,120.61,120.63,2025-12-26 15:12:59.358000-06:00,49670264113246220113422590909058185847842497166416281602
GOOGL,2025-12-26T15:12:59.316857,151.66,8686,151.65,151.68,2025-12-26 15:12:59.414000-06:00,49670264113246220113422590909059394773662111795590987778
MSFT,2025-12-26T15:12:59.373496,348.51,9230,348.48,348.55,2025-12-26 15:12:59.471000-06:00,49670264113246220113422590909061812625301341053940400130
AMZN,2025-12-26T15:12:59.430965,142.35,6800,142.33,142.36,2025-12-26 15:12:59.527000-06:00,49670264113246220113422590909063021551120955683115106306
JPM,2025-12-26T15:12:59.485667,143.41,4967,143.39,143.42,2025-12-26 15:12:59.583000-06:00,49670264113246220113422590909067857254399414199813931010
AAPL,2025-12-26T15:12:59.542704,121.57,7371,121.55,121.58,2025-12-26 15:12:59.639000-06:00,49670264113246220113422590909069066180219028828988637186
GOOGL,2025-12-26T15:12:59.598000,151.37,1202,151.35,151.38,2025-12-26 15:12:59.693000-06:00,49670264113246220113422590909072692957677872716512755714
MSFT,2025-12-26T15:12:59.653758,348.75,3729,348.71,348.78,2025-12-26 15:12:59.749000-06:00,49670264113246220113422590909077528660956331233211580418
AMZN,2025-12-26T15:12:59.707853,141.36,6186,141.34,141.37,2025-12-26 15:12:59.810000-06:00,49670264113246220113422590909081155438415175120735698946
JPM,2025-12-26T15:12:59.769150,143.83,9222,143.81,143.84,2025-12-26 15:12:59.867000-06:00,49670264113246220113422590909083573290054404379085111298
AAPL,2025-12-26T15:12:59.825621,121.61,2012,121.6,121.62,2025-12-26 15:12:59.923000-06:00,49670264113246220113422590909087200067513248266609229826
GOOGL,2025-12-26T15:12:59.882716,150.89,7312,150.87,150.9,2025-12-26 15:12:59.982000-06:00,49670264113246220113422590909089617919152477524958642178
MSFT,2025-12-26T15:12:59.940717,346.77,3649,346.74,346.81,2025-12-26 15:13:00.039000-06:00,49670264113246220113422590909090826844972092154133348354
AMZN,2025-12-26T15:12:59.998319,142.66,2302,142.65,142.67,2025-12-26 15:13:00.096000-06:00,49670264113246220113422590909093244696611321412482760706
JPM,2025-12-26T15:13:00.055344,144.12,1067,144.11,144.14,2025-12-26 15:13:00.153000-06:00,49670264113246220113422590909095662548250550670832173058
AAPL,2025-12-26T15:13:00.114107,120.42,7017,120.4,120.43,2025-12-26 15:13:00.210000-06:00,49670264113246220113422590909099289325709394558356291586
GOOGL,2025-12-26T15:13:00.176668,150.85,8916,150.84,150.87,2025-12-26 15:13:00.278000-06:00,49670264113246220113422590909100498251529009256250474498
MSFT,2025-12-26T15:13:00.237676,343.57,9061,343.53,343.6,2025-12-26 15:13:00.332000-06:00,49670264113246220113422590909106542880627082402124005378
AMZN,2025-12-26T15:13:00.291342,143.78,1435,143.76,143.79,2025-12-26 15:13:00.387000-06:00,49670264113246220113422590909107751806446697031298711554
JPM,2025-12-26T15:13:00.347676,143.41,5403,143.39,143.42,2025-12-26 15:13:00.445000-06:00,49670264113246220113422590909108960732266311660473417730
AAPL,2025-12-26T15:13:00.405060,120.82,9982,120.81,120.83,2025-12-26 15:13:00.500000-06:00,49670264113246220113422590909111378583905540918822830082
GOOGL,2025-12-26T15:13:00.459205,149.72,4985,149.71,149.74,2025-12-26 15:13:00.554000-06:00,49670264113246220113422590909116214287183999435521654786
MSFT,2025-12-26T15:13:00.512403,345.95,9431,345.92,345.99,2025-12-26 15:13:00.610000-06:00,49670264113246220113422590909117423213003614064696360962
AMZN,2025-12-26T15:13:00.570225,145.21,5745,145.19,145.22,2025-12-26 15:13:00.681000-06:00,49670264113246220113422590909123467842101687210569891842
JPM,2025-12-26T15:13:00.640284,143.71,4024,143.7,143.73,2025-12-26 15:13:00.739000-06:00,49670264113246220113422590909125885693740916468919304194
AAPL,2025-12-26T15:13:00.697752,120.13,9434,120.12,120.14,2025-12-26 15:13:00.794000-06:00,49670264113246220113422590909128303545380145727268716546
GOOGL,2025-12-26T15:13:00.753909,150.49,9497,150.48,150.51,2025-12-26 15:13:00.852000-06:00,49670264113246220113422590909133139248658604243967541250
MSFT,2025-12-26T15:13:00.811475,342.7,6938,342.66,342.73,2025-12-26 15:13:00.908000-06:00,49670264113246220113422590909137974951937062760666365954
AMZN,2025-12-26T15:13:00.868052,145.23,8598,145.22,145.25,2025-12-26 15:13:00.970000-06:00,49670264113246220113422590909145228506854750535714603010
JPM,2025-12-26T15:13:00.929322,143.63,1108,143.62,143.65,2025-12-26 15:13:01.034000-06:00,49670264113246220113422590909151273135952823681588133890
AAPL,2025-12-26T15:13:00.995308,119.44,9160,119.43,119.45,2025-12-26 15:13:01.091000-06:00,49670264113246220113422590909152482061772438310762840066
GOOGL,2025-12-26T15:13:01.052193,149.32,1877,149.31,149.34,2025-12-26 15:13:01.148000-06:00,49670264113246220113422590909153690987592052939937546242
MSFT,2025-12-26T15:13:01.106913,340.1,4186,340.06,340.13,2025-12-26 15:13:01.205000-06:00,49670264113246220113422590909156108839231282198286958594
AMZN,2025-12-26T15:13:01.165280,144.74,9044,144.72,144.75,2025-12-26 15:13:01.261000-06:00,49670264113246220113422590909157317765050896827461664770
JPM,2025-12-26T15:13:01.220928,143.35,3316,143.34,143.36,2025-12-26 15:13:01.319000-06:00,49670264113246220113422590909159735616690126085811077122
AAPL,2025-12-26T15:13:01.278120,120.5,8865,120.48,120.51,2025-12-26 15:13:01.373000-06:00,49670264113246220113422590909160944542509740714985783298
GOOGL,2025-12-26T15:13:01.332799,147.89,2500,147.87,147.9,2025-12-26 15:13:01.429000-06:00,49670264113246220113422590909162153468329355344160489474
MSFT,2025-12-26T15:13:01.388379,342.0,8823,341.96,342.03,2025-12-26 15:13:01.485000-06:00,49670264113246220113422590909164571319968584602509901826
AMZN,2025-12-26T15:13:01.445367,144.64,9355,144.63,144.65,2025-12-26 15:13:01.542000-06:00,49670264113246220113422590909165780245788199231684608002
JPM,2025-12-26T15:13:01.502147,142.32,8882,142.31,142.34,2025-12-26 15:13:01.597000-06:00,49670264113246220113422590909166989171607813860859314178
AAPL,2025-12-26T15:13:01.558039,120.73,8118,120.72,120.74,2025-12-26 15:13:01.655000-06:00,49670264113246220113422590909168198097427428490034020354
GOOGL,2025-12-26T15:13:01.613807,147.04,1273,147.03,147.06,2025-12-26 15:13:01.709000-06:00,49670264113246220113422590909173033800705887075452321794
MSFT,2025-12-26T15:13:01.668203,344.07,2271,344.04,344.1,2025-12-26 15:13:01.768000-06:00,49670264113246220113422590909175451652345116333801734146
AMZN,2025-12-26T15:13:01.726288,144.27,9673,144.25,144.28,2025-12-26 15:13:01.823000-06:00,49670264113246220113422590909176660578164730962976440322
JPM,2025-12-26T15:13:01.782309,141.69,9343,141.67,141.7,2025-12-26 15:13:01.877000-06:00,49670264113246220113422590909177869503984345592151146498
AAPL,2025-12-26T15:13:01.836151,121.36,8210,121.35,121.37,2025-12-26 15:13:01.935000-06:00,49670264113246220113422590909182705207262804108849971202
GOOGL,2025-12-26T15:13:01.896888,147.02,4511,147.01,147.04,2025-12-26 15:13:01.994000-06:00,49670264113246220113422590909183914133082418738024677378
MSFT,2025-12-26T15:13:01.954941,343.15,1032,343.12,343.19,2025-12-26 15:13:02.051000-06:00,49670264113246220113422590909185123058902033367199383554
AMZN,2025-12-26T15:13:02.010415,143.48,7319,143.46,143.49,2025-12-26 15:13:02.109000-06:00,49670264113246220113422590909186331984721647996374089730
JPM,2025-12-26T15:13:02.071390,141.02,1425,141.0,141.03,2025-12-26 15:13:02.167000-06:00,49670264113246220113422590909187540910541262625548795906
AAPL,2025-12-26T15:13:02.125528,122.0,2162,121.99,122.01,2025-12-26 15:13:02.221000-06:00,49670264113246220113422590909191167688000106513072914434
GOOGL,2025-12-26T15:13:02.181479,146.62,4222,146.6,146.63,2025-12-26 15:13:02.332000-06:00,49670264113246220113422590909205674797835482063169388546
MSFT,2025-12-26T15:13:02.300196,341.5,3854,341.47,341.54,2025-12-26 15:13:02.397000-06:00,49670264113246220113422590909210510501113940579868213250
AMZN,2025-12-26T15:13:02.358305,144.37,7707,144.36,144.39,2025-12-26 15:13:02.454000-06:00,49670264113246220113422590909211719426933555209042919426
JPM,2025-12-26T15:13:02.416197,142.21,4772,142.19,142.22,2025-12-26 15:13:02.512000-06:00,49670264113246220113422590909212928352753169838217625602
AAPL,2025-12-26T15:13:02.471167,121.0,6860,120.98,121.01,2025-12-26 15:13:02.565000-06:00,49670264113246220113422590909214137278572784467392331778
GOOGL,2025-12-26T15:13:02.524034,147.1,7267,147.09,147.12,2025-12-26 15:13:02.620000-06:00,49670264113246220113422590909215346204392399096567037954
MSFT,2025-12-26T15:13:02.579153,341.21,1042,341.17,341.24,2025-12-26 15:13:02.678000-06:00,49670264113246220113422590909216555130212013863180697602
AMZN,2025-12-26T15:13:02.636911,143.88,9654,143.86,143.89,2025-12-26 15:13:02.732000-06:00,49670264113246220113422590909217764056031628492355403778
JPM,2025-12-26T15:13:02.690027,141.31,5203,141.3,141.33,2025-12-26 15:13:02.786000-06:00,49670264113246220113422590909218972981851243121530109954
AAPL,2025-12-26T15:13:02.744776,120.62,1433,120.6,120.63,2025-12-26 15:13:02.842000-06:00,49670264113246220113422590909221390833490472379879522306
GOOGL,2025-12-26T15:13:02.801635,148.26,9893,148.25,148.28,2025-12-26 15:13:02.898000-06:00,49670264113246220113422590909225017610949316267403640834
MSFT,2025-12-26T15:13:02.858640,338.91,6525,338.88,338.95,2025-12-26 15:13:02.957000-06:00,49670264113246220113422590909227435462588545525753053186
AMZN,2025-12-26T15:13:02.916531,143.66,4161,143.64,143.67,2025-12-26 15:13:03.013000-06:00,49670264113246220113422590909228644388408160154927759362
JPM,2025-12-26T15:13:02.971523,140.68,6039,140.67,140.7,2025-12-26 15:13:03.067000-06:00,49670264113246220113422590909232271165867004042451877890
AAPL,2025-12-26T15:13:03.032368,120.48,6194,120.47,120.5,2025-12-26 15:13:03.134000-06:00,49670264113246220113422590909237106869145462559150702594
GOOGL,2025-12-26T15:13:03.094238,148.02,9689,148.0,148.03,2025-12-26 15:13:03.192000-06:00,49670264113246220113422590909240733646604306446674821122
MSFT,2025-12-26T15:13:03.153188,340.64,1340,340.61,340.68,2025-12-26 15:13:03.246000-06:00,49670264113246220113422590909241942572423921075849527298
AMZN,2025-12-26T15:13:03.206095,142.38,4782,142.36,142.39,2025-12-26 15:13:03.303000-06:00,49670264113246220113422590909247987201521994221723058178
JPM,2025-12-26T15:13:03.262099,141.06,3416,141.04,141.07,2025-12-26 15:13:03.360000-06:00,49670264113246220113422590909257658608078911255120707586
AAPL,2025-12-26T15:13:03.318434,120.91,3233,120.9,120.92,2025-12-26 15:13:03.413000-06:00,49670264113246220113422590909261285385537755142644826114
GOOGL,2025-12-26T15:13:03.370450,149.14,2559,149.13,149.16,2025-12-26 15:13:03.470000-06:00,49670264113246220113422590909263703237176984400994238466
MSFT,2025-12-26T15:13:03.428674,340.03,9476,339.99,340.06,2025-12-26 15:13:03.524000-06:00,49670264113246220113422590909264912162996599030168944642
AMZN,2025-12-26T15:13:03.487900,141.53,8641,141.52,141.55,2025-12-26 15:13:03.584000-06:00,49670264113246220113422590909268538940455442917693063170
JPM,2025-12-26T15:13:03.544634,142.3,7698,142.28,142.31,2025-12-26 15:13:03.642000-06:00,49670264113246220113422590909273374643733901434391887874
AAPL,2025-12-26T15:13:03.602979,120.84,2325,120.83,120.85,2025-12-26 15:13:03.700000-06:00,49670264113246220113422590909292717456847735501187186690
GOOGL,2025-12-26T15:13:03.659038,150.08,5312,150.07,150.1,2025-12-26 15:13:03.755000-06:00,49670264113246220113422590909296344234306579388711305218
MSFT,2025-12-26T15:13:03.714450,336.76,8499,336.72,336.79,2025-12-26 15:13:03.810000-06:00,49670264113246220113422590909298762085945808647060717570
AMZN,2025-12-26T15:13:03.769458,140.25,1385,140.23,140.26,2025-12-26 15:13:03.864000-06:00,49670264113246220113422590909301179937585037905410129922
JPM,2025-12-26T15:13:03.823881,141.98,3085,141.96,141.99,2025-12-26 15:13:03.921000-06:00,49670264113246220113422590909302388863404652534584836098
AAPL,2025-12-26T15:13:03.880109,119.92,2160,119.91,119.93,2025-12-26 15:13:03.982000-06:00,49670264113246220113422590909306015640863496422108954626
GOOGL,2025-12-26T15:13:03.941732,150.68,5154,150.67,150.7,2025-12-26 15:13:04.037000-06:00,49670264113246220113422590909307224566683111051283660802
MSFT,2025-12-26T15:13:03.996527,335.71,3371,335.68,335.75,2025-12-26 15:13:04.093000-06:00,49670264113246220113422590909316895973240028153400786946
AMZN,2025-12-26T15:13:04.058515,140.94,4975,140.92,140.95,2025-12-26 15:13:04.154000-06:00,49670264113246220113422590909319313824879257411750199298
JPM,2025-12-26T15:13:04.113396,142.68,5771,142.66,142.69,2025-12-26 15:13:04.210000-06:00,49670264113246220113422590909325358453977330557623730178
AAPL,2025-12-26T15:13:04.169372,120.74,4726,120.73,120.75,2025-12-26 15:13:04.265000-06:00,49670264113246220113422590909330194157255789074322554882
GOOGL,2025-12-26T15:13:04.225227,149.91,6039,149.89,149.92,2025-12-26 15:13:04.321000-06:00,49670264113246220113422590909331403083075403703497261058
MSFT,2025-12-26T15:13:04.280231,332.65,4833,332.61,332.68,2025-12-26 15:13:04.376000-06:00,49670264113246220113422590909332612008895018332671967234
AMZN,2025-12-26T15:13:04.336097,140.47,8294,140.46,140.49,2025-12-26 15:13:04.432000-06:00,49670264113246220113422590909333820934714632961846673410
JPM,2025-12-26T15:13:04.392747,144.04,8060,144.02,144.05,2025-12-26 15:13:04.497000-06:00,49670264113246220113422590909341074489632320736894910466
AAPL,2025-12-26T15:13:04.455509,121.25,7489,121.23,121.26,2025-12-26 15:13:04.558000-06:00,49670264113246220113422590909342283415451935366069616642
GOOGL,2025-12-26T15:13:04.517127,150.67,9980,150.66,150.69,2025-12-26 15:13:04.625000-06:00,49670264113246220113422590909343492341271549995244322818
MSFT,2025-12-26T15:13:04.585063,333.59,2344,333.56,333.62,2025-12-26 15:13:04.681000-06:00,49670264113246220113422590909344701267091164624419028994
AMZN,2025-12-26T15:13:04.638903,140.75,8121,140.73,140.76,2025-12-26 15:13:04.735000-06:00,49670264113246220113422590909345910192910779253593735170
JPM,2025-12-26T15:13:04.694797,143.68,7551,143.67,143.7,2025-12-26 15:13:05.023000-06:00,49670264113246220113422590909349536970369623141117853698
AAPL,2025-12-26T15:13:04.983860,121.61,8739,121.6,121.62,2025-12-26 15:13:05.084000-06:00,49670264113246220113422590909351954822008852399467266050
GOOGL,2025-12-26T15:13:05.047616,151.24,6337,151.22,151.26,2025-12-26 15:13:05.145000-06:00,49670264113246220113422590909356790525287310916166090754
MSFT,2025-12-26T15:13:05.104499,331.46,3770,331.42,331.49,2025-12-26 15:13:05.203000-06:00,49670264113246220113422590909364044080204998691214327810
AMZN,2025-12-26T15:13:05.162597,140.16,2122,140.14,140.17,2025-12-26 15:13:05.262000-06:00,49670264113246220113422590909370088709303071837087858690
JPM,2025-12-26T15:13:05.250465,142.25,2910,142.23,142.26,2025-12-26 15:13:05.348000-06:00,49670264113246220113422590909374924412581530353786683394
AAPL,2025-12-26T15:13:05.308319,120.8,2347,120.79,120.81,2025-12-26 15:13:05.404000-06:00,49670264113246220113422590909379760115859988870485508098
GOOGL,2025-12-26T15:13:05.367347,152.35,5593,152.34,152.37,2025-12-26 15:13:05.463000-06:00,49670264113246220113422590909380969041679603499660214274
MSFT,2025-12-26T15:13:05.421916,334.53,3101,334.49,334.56,2025-12-26 15:13:05.519000-06:00,49670264113246220113422590909385804744958062016359038978
AMZN,2025-12-26T15:13:05.477833,140.14,7643,140.13,140.16,2025-12-26 15:13:05.577000-06:00,49670264113246220113422590909391849374056135230952046594
JPM,2025-12-26T15:13:05.535743,143.64,4050,143.63,143.66,2025-12-26 15:13:05.632000-06:00,49670264113246220113422590909395476151514979118476165122
AAPL,2025-12-26T15:13:05.591658,119.77,5901,119.76,119.78,2025-12-26 15:13:05.687000-06:00,49670264113246220113422590909396685077334593747650871298
GOOGL,2025-12-26T15:13:05.646203,151.87,8022,151.86,151.89,2025-12-26 15:13:05.742000-06:00,49670264113246220113422590909399102928973823006000283650
MSFT,2025-12-26T15:13:05.700162,336.1,6886,336.07,336.13,2025-12-26 15:13:05.798000-06:00,49670264113246220113422590909400311854793437635174989826
AMZN,2025-12-26T15:13:05.758159,140.31,4032,140.29,140.32,2025-12-26 15:13:05.854000-06:00,49670264113246220113422590909407565409711125410223226882
JPM,2025-12-26T15:13:05.819875,143.87,2783,143.85,143.88,2025-12-26 15:13:05.918000-06:00,49670264113246220113422590909412401112989583926922051586
AAPL,2025-12-26T15:13:05.877985,120.4,3614,120.39,120.41,2025-12-26 15:13:05.974000-06:00,49670264113246220113422590909416027890448427814446170114
GOOGL,2025-12-26T15:13:05.934811,153.38,6938,153.36,153.39,2025-12-26 15:13:06.038000-06:00,49670264113246220113422590909417236816268042443620876290
MSFT,2025-12-26T15:13:05.996628,334.44,5813,334.4,334.47,2025-12-26 15:13:06.092000-06:00,49670264113246220113422590909423281445366115589494407170
AMZN,2025-12-26T15:13:06.052778,139.49,8962,139.48,139.51,2025-12-26 15:13:06.151000-06:00,49670264113246220113422590909425699297005344847843819522
JPM,2025-12-26T15:13:06.109727,143.66,6112,143.64,143.67,2025-12-26 15:13:06.203000-06:00,49670264113246220113422590909428117148644574106193231874
AAPL,2025-12-26T15:13:06.161798,120.35,1708,120.34,120.37,2025-12-26 15:13:06.258000-06:00,49670264113246220113422590909430535000283803364542644226
GOOGL,2025-12-26T15:13:06.219922,152.04,3769,152.03,152.06,2025-12-26 15:13:06.315000-06:00,49670264113246220113422590909431743926103417993717350402
MSFT,2025-12-26T15:13:06.274635,336.1,2667,336.07,336.14,2025-12-26 15:13:06.370000-06:00,49670264113246220113422590909434161777742647252066762754
AMZN,2025-12-26T15:13:06.328986,140.3,2473,140.29,140.31,2025-12-26 15:13:06.426000-06:00,49670264113246220113422590909437788555201491139590881282
JPM,2025-12-26T15:13:06.385569,142.25,3869,142.24,142.27,2025-12-26 15:13:06.480000-06:00,49670264113246220113422590909447459961758408172988530690
AAPL,2025-12-26T15:13:06.439410,120.96,7402,120.94,120.97,2025-12-26 15:13:06.539000-06:00,49670264113246220113422590909451086739217252060512649218
GOOGL,2025-12-26T15:13:06.498568,151.75,6914,151.74,151.77,2025-12-26 15:13:06.600000-06:00,49670264113246220113422590909452295665036866827126308866
MSFT,2025-12-26T15:13:06.559133,337.26,8880,337.22,337.29,2025-12-26 15:13:06.655000-06:00,49670264113246220113422590909454713516676096085475721218
AMZN,2025-12-26T15:13:06.613194,140.79,2892,140.77,140.8,2025-12-26 15:13:06.715000-06:00,49670264113246220113422590909455922442495710714650427394
JPM,2025-12-26T15:13:06.674573,142.67,2847,142.65,142.68,2025-12-26 15:13:06.770000-06:00,49670264113246220113422590909472847403970315523096313858
AAPL,2025-12-26T15:13:06.731525,121.85,8538,121.84,121.87,2025-12-26 15:13:06.830000-06:00,49670264113246220113422590909475265255609544781445726210
GOOGL,2025-12-26T15:13:06.788993,153.15,6120,153.13,153.16,2025-12-26 15:13:06.884000-06:00,49670264113246220113422590909486145587986076444018081794
MSFT,2025-12-26T15:13:06.843239,336.75,3635,336.72,336.78,2025-12-26 15:13:06.939000-06:00,49670264113246220113422590909503070549460681252463968258
AMZN,2025-12-26T15:13:06.897358,140.7,2293,140.68,140.71,2025-12-26 15:13:06.992000-06:00,49670264113246220113422590909509115178558754398337499138
JPM,2025-12-26T15:13:06.950149,143.41,4605,143.4,143.43,2025-12-26 15:13:07.047000-06:00,49670264113246220113422590909517577659296056802560442370
AAPL,2025-12-26T15:13:07.006536,123.03,3599,123.01,123.04,2025-12-26 15:13:07.100000-06:00,49670264113246220113422590909528457991672588465132797954
GOOGL,2025-12-26T15:13:07.060788,154.41,2612,154.39,154.42,2025-12-26 15:13:07.155000-06:00,49670264113246220113422590909529666917492203094307504130
MSFT,2025-12-26T15:13:07.114627,339.65,7306,339.61,339.68,2025-12-26 15:13:07.212000-06:00,49670264113246220113422590909532084769131432352656916482
AMZN,2025-12-26T15:13:07.171108,140.54,9123,140.52,140.55,2025-12-26 15:13:07.268000-06:00,49670264113246220113422590909536920472409890869355741186
JPM,2025-12-26T15:13:07.226844,142.57,8946,142.55,142.58,2025-12-26 15:13:07.321000-06:00,49670264113246220113422590909539338324049120127705153538
AAPL,2025-12-26T15:13:07.282362,122.29,3566,122.27,122.3,2025-12-26 15:13:07.379000-06:00,49670264113246220113422590909541756175688349386054565890
GOOGL,2025-12-26T15:13:07.339216,153.26,8833,153.25,153.28,2025-12-26 15:13:07.433000-06:00,49670264113246220113422590909550218656425651790277509122
MSFT,2025-12-26T15:13:07.392616,339.73,3525,339.69,339.76,2025-12-26 15:13:07.487000-06:00,49670264113246220113422590909552636508064881048626921474
AMZN,2025-12-26T15:13:07.447795,140.09,4257,140.07,140.1,2025-12-26 15:13:07.544000-06:00,49670264113246220113422590909558681137162954194500452354
JPM,2025-12-26T15:13:07.501250,142.19,5027,142.17,142.2,2025-12-26 15:13:07.600000-06:00,49670264113246220113422590909559890062982568823675158530
AAPL,2025-12-26T15:13:07.559984,122.36,2173,122.35,122.38,2025-12-26 15:13:07.658000-06:00,49670264113246220113422590909562307914621798082024570882
GOOGL,2025-12-26T15:13:07.619813,153.83,9027,153.81,153.84,2025-12-26 15:13:07.716000-06:00,49670264113246220113422590909565934692080641969548689410
MSFT,2025-12-26T15:13:07.676673,337.72,2685,337.68,337.75,2025-12-26 15:13:07.774000-06:00,49670264113246220113422590909570770395359100486247514114
AMZN,2025-12-26T15:13:07.735441,139.72,5426,139.71,139.74,2025-12-26 15:13:07.836000-06:00,49670264113246220113422590909573188246998329744596926466
JPM,2025-12-26T15:13:07.795442,142.32,3127,142.3,142.33,2025-12-26 15:13:07.890000-06:00,49670264113246220113422590909576815024457173632121044994
AAPL,2025-12-26T15:13:07.849306,121.84,7202,121.83,121.85,2025-12-26 15:13:07.945000-06:00,49670264113246220113422590909584068579374861407169282050
GOOGL,2025-12-26T15:13:07.904299,152.7,4805,152.69,152.72,2025-12-26 15:13:08-06:00,49670264113246220113422590909592531060112163811392225282
MSFT,2025-12-26T15:13:07.959665,334.85,9274,334.82,334.89,2025-12-26 15:13:08.055000-06:00,49670264113246220113422590909594948911751393138461114370
AMZN,2025-12-26T15:13:08.014685,139.75,4964,139.74,139.77,2025-12-26 15:13:08.112000-06:00,49670264113246220113422590909596157837571007767635820546
JPM,2025-12-26T15:13:08.073020,143.27,1879,143.25,143.28,2025-12-26 15:13:08.177000-06:00,49670264113246220113422590909597366763390622396810526722
AAPL,2025-12-26T15:13:08.135627,121.57,8696,121.56,121.58,2025-12-26 15:13:08.235000-06:00,49670264113246220113422590909604620318308310171858763778
GOOGL,2025-12-26T15:13:08.195989,152.73,4847,152.71,152.74,2025-12-26 15:13:08.294000-06:00,49670264113246220113422590909608247095767154059382882306
MSFT,2025-12-26T15:13:08.252527,335.59,2472,335.56,335.63,2025-12-26 15:13:08.348000-06:00,49670264113246220113422590909610664947406383317732294658
AMZN,2025-12-26T15:13:08.307298,140.72,9381,140.71,140.73,2025-12-26 15:13:08.404000-06:00,49670264113246220113422590909614291724865227205256413186
JPM,2025-12-26T15:13:08.369800,142.5,6247,142.49,142.51,2025-12-26 15:13:08.465000-06:00,49670264113246220113422590909625172057241758867828768770
AAPL,2025-12-26T15:13:08.424978,121.63,4714,121.62,121.65,2025-12-26 15:13:08.519000-06:00,49670264113246220113422590909626380983061373497003474946
GOOGL,2025-12-26T15:13:08.479563,152.06,6396,152.04,152.07,2025-12-26 15:13:08.575000-06:00,49670264113246220113422590909627589908880988126178181122
MSFT,2025-12-26T15:13:08.533180,336.67,4226,336.64,336.71,2025-12-26 15:13:08.630000-06:00,49670264113246220113422590909631216686339832013702299650
AMZN,2025-12-26T15:13:08.588675,139.83,2006,139.81,139.84,2025-12-26 15:13:08.688000-06:00,49670264113246220113422590909640888092896749047099949058
JPM,2025-12-26T15:13:08.646312,142.76,2236,142.74,142.77,2025-12-26 15:13:08.746000-06:00,49670264113246220113422590909643305944535978305449361410
AAPL,2025-12-26T15:13:08.706395,120.7,6140,120.68,120.71,2025-12-26 15:13:08.806000-06:00,49670264113246220113422590909644514870355592934624067586
GOOGL,2025-12-26T15:13:08.765602,153.25,3423,153.24,153.27,2025-12-26 15:13:08.865000-06:00,49670264113246220113422590909646932721994822192973479938
MSFT,2025-12-26T15:13:08.825697,339.83,5566,339.8,339.87,2025-12-26 15:13:08.922000-06:00,49670264113246220113422590909648141647814436822148186114
AMZN,2025-12-26T15:13:08.881285,140.75,2120,140.74,140.77,2025-12-26 15:13:08.978000-06:00,49670264113246220113422590909651768425273280709672304642
JPM,2025-12-26T15:13:08.936644,142.25,6064,142.23,142.26,2025-12-26 15:13:09.031000-06:00,49670264113246220113422590909654186276912510036741193730
AAPL,2025-12-26T15:13:08.992601,119.87,5265,119.86,119.88,2025-12-26 15:13:09.088000-06:00,49670264113246220113422590909655395202732124665915899906
GOOGL,2025-12-26T15:13:09.047811,153.18,1861,153.17,153.2,2025-12-26 15:13:09.144000-06:00,49670264113246220113422590909659021980190968553440018434
MSFT,2025-12-26T15:13:09.104912,341.66,3168,341.63,341.7,2025-12-26 15:13:09.204000-06:00,49670264113246220113422590909660230906010583182614724610
AMZN,2025-12-26T15:13:09.162270,141.22,8718,141.21,141.24,2025-12-26 15:13:09.266000-06:00,49670264113246220113422590909661439831830197811789430786
JPM,2025-12-26T15:13:09.228273,143.05,7754,143.03,143.06,2025-12-26 15:13:09.323000-06:00,49670264113246220113422590909662648757649812440964136962
AAPL,2025-12-26T15:13:09.281135,119.71,2316,119.7,119.72,2025-12-26 15:13:09.379000-06:00,49670264113246220113422590909663857683469427070138843138
GOOGL,2025-12-26T15:13:09.338133,154.67,4154,154.66,154.69,2025-12-26 15:13:09.431000-06:00,49670264113246220113422590909667484460928270957662961666
MSFT,2025-12-26T15:13:09.389601,339.72,8607,339.69,339.75,2025-12-26 15:13:09.488000-06:00,49670264113246220113422590909671111238387114845187080194
AMZN,2025-12-26T15:13:09.446862,142.0,8146,141.98,142.01,2025-12-26 15:13:09.542000-06:00,49670264113246220113422590909672320164206729474361786370
JPM,2025-12-26T15:13:09.501854,142.65,1793,142.64,142.67,2025-12-26 15:13:09.598000-06:00,49670264113246220113422590909675946941665573361885904898
AAPL,2025-12-26T15:13:09.557142,119.14,6212,119.13,119.15,2025-12-26 15:13:09.652000-06:00,49670264113246220113422590909677155867485187991060611074
